userName,score,at,content
Lestari Suwanto,4,2020-09-03 17:11:48,"Untuk masukan saran, setelah login diberi keamanan biometrik sidik jari atau password supaya tidak dibaca orang lain yg kepo atau tangan jahil. Tampilan UI bagus dan mudah penggunaannya."
Angga ERz,5,2020-09-03 3:32:18,"Proses registrasi mudah, aplikasinya tidak ribet untuk pemula seperti saya, mau top up juga tidak ribet, cuman belum pernah mencoba melakukan penarik dana jadi belum tau prosesnya gmn, cuman yang harus diingat sabtu dan minggu bibit libur.."
Muhammad Noor Razaan,5,2020-09-01 15:57:12,"Bagi para pemula yang ingin belajar mengenai Pasar Uang, Obligasi dan Saham sangat cocok di aplikasi Bibit ini. Karena tampilan visual yang mudah, transaksi jual/beli yang mudah dan cepat dan dari Rp 10.000 saja kita sudah bisa berinvestasi. Dan yang paling penting, kita bisa memilih produk investasi yang cocok sama diri kita. Semoga bermanfaat untuk masa pensiun nanti."
Niar Kusuma,5,2020-08-30 15:02:44,"Pertama kali mencoba investasi, baca2 review katanya ok , dan ternyata memang oke , cs nya cepat tanggap dalam menjawab setiap pertanyaan, ada kamus investasi nya pula jd skalian bljr istilah2 ,,, Yang mau cash back bisa pakai kode ""semangit"""
Iqbal Syahrangga,5,2020-08-30 2:22:38,"Asal rutin nabung (ngga peduli nominalnya) pasti return-nya oke. Bergantung pasar juga sih. Tapi selama pasar oke, nabung rutin oke. Hasilnya juga oke."
Ari Dwi Saputra,2,2020-08-28 3:44:27,Mau menyisipkan gambar/file untuk di kirim ke CS ko lama banget buka gdrivenya. kadang-kadang aplikasi bibit tidak menanggapi. tolong perbaiki apakah ada bug atau sbgnya.
Desi Eva,5,2020-08-27 23:47:28,"Baru pertama coba hal investasi(pemula) app ini sangat bagus, gak ribet sih kalau mau jadi ineverter kudu sabar karna proses investasi gak langsung masuk, dan enaknya bibit bisa bayar pakek link aja dan gopay keren buat milenial dongs sisa jajan bisa di investasikan."
anastasia ayu Kartikasari,5,2020-08-27 1:46:10,"Pilihan produk reksa dana oke. Kalo kurang cocok sama pilihan robo, bs kita ganti. Ga ada biaya pembelian/penjualan tdk spt di bank. Dan bs dicairkan kapan saja walau agak lama masuk ke rekeningnya (walau hanya reksa dana pasar uang). Thx Bibit"
Puji_Rahayu Jalan Jajan,5,2020-08-26 23:25:01,"Smart robo membantu banget untuk menentukan berapa banyak yang kita mau alokasikan dari dana invest kita, pada 3 jenis investasi yg disediakan. Sejauh ini selalu meningkat nilainya walaupun ada juga penurunan beberapa kali, namun lebih sering naik nilai."
Dina Mustifa,4,2020-08-26 22:56:06,Buat pengalaman pertama ikut reksadana ini bantu banget ya. Tapi untuk pembeliannya butuh waktu lama untuk segera tau di approvenya. Apa emang akunya aja yg kudet ya heheh
hutajulu eric,5,2020-08-26 22:33:41,"Keren, aplikasi yang mudah dipelajari bagi pemula. Interface yang sederhana, pilihan reksadana banyak, serta bisa membandingkan portofolio sebelum di beli. Sangat membantu.."
Mayerni Sidabalok,5,2020-08-26 17:35:42,"Semua prosesnya mudah dari pendaftaran, beli & jual. Aplikasi juga tidak lelet. Cocok banget buat investor pemula yang minim pengalaman sebagai langkah awal untuk menjadi investor sejati. Semoga ke depan semakin berkembang. Produk2nya semakin banyak tapi tetap high quality & menjadi paltform investasi yg bisa diandalkan & dibanggakan semuanya 😁🙏"
Rico Takai Yama,5,2020-08-26 15:54:14,"Aplikasi yang memudahkan buat orang yg susah nabung kayak saya jadi tergoda utk nabung. Fiturnya oke, pilihannya gak kebanyakan jadi gak tambah bingung. Fitur chatnya sangat membantu fast respon. Pengelolaan penggunanya keren sih bisa update dan ngasih info2 utk semakin belajar."
Yuri Geofani,5,2020-08-26 14:33:01,"Sukaaa😭😭bagi anak muda yg baru mau belajar investasi tapi belum berani ngambil resiko yg besar ini app yg tepat sih, UI nya easy friendly banget mudah dimengerti gak pusing"
Bayu Aditya,5,2020-08-26 9:22:59,"Alhamdulillah bisa mengenal aplikasi ini sehingga bisa tau gimana cara nya mengolah uang yg sebelumnya nganggur di rekening tapi sekarang bisa bertumbuh dan jadi lebih giat lagi utk menabung. Pertahankan kualitas nya dan tambahan sih, kalau bisa dari fitur app Bibit nya sendiri ditambahkan dark mode tampilan nya ya. Biar utk user android yg belum OS 10, bisa juga memakai tema dark mode. Terimakasih.."
Leslar maknyus official,1,2020-08-25 12:10:56,"Aplikasi apaan, cs nya dtanya bisa tarik kapan aja gak, gak ada respon mending di Raiz komunikatif jelas, dana bisa ditarik kapan aja.. Dsini gak ada kepastian keamanan, mknya aku uninstal.. Bikin kesel ni aplikasi"
Dewi Santi12,4,2020-08-25 3:45:52,"Sejauh ini masih kelihatan mudah digunakan apalagi untuk pemula, banyak petunjuk yang mudah dipahami. Yang baru daftar bisa pakai kode referral dari aku ya, supaya dapet cashback 25ribu, lumayan bisa untuk tambahan beli reksadana. Kode ny ""daridewi"" Terimakasih"
Taufik Nurrochman,5,2020-08-23 1:50:58,"Aplikasinya mudah untuk digunakan, bahasanya pun mudah dipahami bagi pemula, smoga bibit terus maju dan berkembang. Masukan kode referral : profitlagi ,dan dapatkan cashback 25k 😁"
Tengku Putri Via Lantika,5,2020-08-22 3:55:59,"Baru pakai bibit pas Juli lalu. Awalnya bingung dan ragu krna belum ngerti sama sekali. Tapi ternyataaaaaaa disini tuhh ada robo advisor, ada juga penjelasan2 sebelum memulai, terus ada grup telegramnya juga. Jadi kalo ada yg mau ditanya, bisa tanya di grupp, mereka jg friendly :"") aku nyesalll ga dari duluu ikutan bibit guys 😭😭 benerann ga boong:"") Oiya syaratnya cuma ktp, swafoto dengan ktp dan rekening atas nama kita sendiri. Pake kode referalku ya : mariinvestasibibit untuk cashback!"
Kadek Widiyarta,4,2020-08-21 14:08:18,"Aplikasinya sudah bagus, cuman perlu diperluas lagi gak hanya jenis investasi pada reksadana tp supaya bisa invetasi emas, sbn, dan yg lainnya.. dan loginny juga kalau bisa pake sidik jari biar lebih cepet.."
Fajar Hexa,5,2020-08-21 12:58:21,Saya pemula yang benar-benar tidak tahu tentang investasi dan segalanya.. Tapi setelah download aplikasi sedikit demi sedikit mulai mengerti dan paham 😁 Sangat cocok buat pemula...👍
Herman Gulo,5,2020-08-19 13:25:05,"Bibit mantap deh, metode pembayaran banyak tinggal pilih yang mana. Eksekusi ordernya, laporan transaksi cepat banget. Aplikasi ini rekomend banget deh pokoknya"
Anindha Pratiwi,4,2020-08-19 11:05:41,"Malam Bibit. Bibit dari kemarin malam kenapa ya, lagi sakit kah? Dari kemarin malam aku mau bayar tapi ketika keluar sebentar (tidak log out) dari aplikasi, aku harus login lagi. 2x login dan 2x verifikasi. Jadi sekarang ada 3 pembelian yg sedang diverifikasi padahal cuma beli 1😞. Tolong segera diperbaiki ya Bibit, untuk sekarang 4 bintang dulu. Kalo udah sembuh, aku kasih 5 bintang. Thank you Bibit~"
Kode rujukan: GBH4ZXXAWPYVU,5,2020-08-18 21:15:16,"Sangat recomended banget buat para pemula, saya senang bisa menemukan aplikasi sebagus ini, karena saya jadi mengerti apa itu artinya berinvestasi dengan benar, berkat bibit saya bisa memahami dari sedikit sedikit lama lama saya memahami 100 persen penggunaan dan fitur fitur dari aplikasi bibit, saya sangat menyarankan aplikasi ini buat pecinta investasi dan menabung di dunia digital untuk masa depan."
Dharmawan Setiadi,5,2020-08-15 13:39:27,"Alhamdulillah,semoga terus mendukung kalangan kecil untuk berinvestasi. Aplikasi Bibit mudah dipahami,cuma hanya belum sepenuhnya support untuk disabilitas tunanetra. Mohon bantuannya agar dikembangkan lagi supaya teman2 tunanetra bisa dengan mudah berinvestasi melalui bibit."
Muhammad Rayhan,5,2020-08-12 12:50:51,"Keren banget aplikasi nya, user interface nya mudah banget buat dimengerti, user friendly abis, buat pemula jadi ga bingung2 banget. Thanks bibit"
Yuliharto Pamungkas,5,2020-08-11 13:58:59,"Aplikasi Bibit sangat bermanfaat bagi kalangan pemula yang ingin berinvestasi Reksadana di aplikasi Bibit. saran saya, ke depannya kalau bisa ditambahkan fitur Emas di aplikasi Bibit, supaya aplikasi Bibit semakin cuan..."
Viota Andala Sastama,4,2020-08-11 2:00:24,"Aplikasi ini bagus,fitur yang di tawarkan juga wort it banget lah sama saya,cuman kalo bisa jangan mau kalah sama aplikasi tetangga dong kalo bisa fitur bibit sekuritas juga bisa di tambahin biar makin keren..biar langsung jadi satu paket begitu🙏sejauh ini bibit tetap makin keren makasih developer😂😊"
Rio Nainggolan,5,2020-08-09 14:00:19,"Nih yang mau investasi disini aku kasih tau kelebihan nya, fitur yang simpel dan mudah digunakan, pendaftaran cepat, transaksi juga cepat hari itu juga selesai diproses, via transfer juga banyak, dan opsi Pelayanan juga banyak bisa bertanya langsung di apk dan wa"
riyan X,1,2020-08-08 1:36:56,"Setelah saya daftar, awalnya oke oke saja. Namun saat pencairan kena potongan bank its okelah dapet cashback 3500. Tapi cashback hanya bisa dipake saat beli rekom Robo yg notabene berisi 3 reksadana yg bukan pilihan sendiri. Kurang menarik. Saran dari saya, jika cashback harusnya bisa dipakai untuk semua transaksi(tidak pilih-pilih). Ternyata masih mending bukareksa bukalapak."
Manggala 216,5,2020-08-06 14:50:52,"Keren bikin kita yang muda2 belajar untuk nabung dan berinvestasi, walau tidak banyak tapi setidaknya bisa ada pemahaman dan pengetahuan baru ^^ dari pada uang jajan di habiskan untuk jajan yang ga jelas hehehehehehe...."
dhilla fadhil,5,2020-08-06 9:06:27,"Bagus banget untuk pemula yang ingin investasi.. diajarin dari awal apa itu reksadana dan cara bayarnya juga gak ribet.. cocok untuk pemula.. boleh pake ""mystyle"" untuk dapatkan cashback 25 ribu 😍"
Risa Sapputri,1,2020-08-06 3:48:34,"Awalnya nyoba2 karna yang rekomendasikan youtuber gede, saat sudah coba memang bagus, cuma kecewa saat pencairannya, bilangnya max 7 hari tapi lewat, kasih saya alasan agar bisa ngasih 5 bintang, karna saya sangat kecewa dengan pelayanan transaksi yang kurang cepat"
Gesang Sundareksa,5,2020-08-02 7:37:23,"Sudah cape cape isi data, trus verifikasi.. pas mau masuk susah dibuka, dengan alasan jaringan sistem tidak baik.. gimana ini.. data dan no rek dah di isi. Dah valid, giliran mau invest malah aplikasi error."
reynaldo,5,2020-07-30 14:11:32,"Niat awal install krn mau diversifikasi investasi yaitu reksadana saham. Nah knp gw pilih Bibit krn bahasa di aplikasi nya sederhana & cocok utk pemula, metode pmbyrn bs pake gopay & link-aja (selain transfer/m banking), CS nya komunikatif, ada fitur auto robot utk merekomendasikan jenis produk yg cocok sesuai karakter investor. Kekurangannya paling pilihan produk reksadananya msh kurang drpd tetangga mis bareksa. Tp its oke, gw sdh suka dgn ini aplikasi. Terus berinovasi ya Tim Bibit :)"
Siti Nasiah,5,2020-07-30 0:00:31,"KODE : raishecuan tuk cashback 25.000 Baru sebulan pakai bibit, di bantuin banget apk nya juga mudah di pahamin. Pembayaran ga ribet. Next ditunggu payment lewat dana dan tambahan fingerprint nya ✨✨✨✨"
Christine Mariana Taju,3,2020-07-29 13:58:20,"Aplikasinya lemot apa gimana ya, soalnya sering ga kebuka2 dan suruh periksa koneksi, padahal lancar banget koneksinya buka aplikasi sosmed yg lain loading cepat banget, tolong ditingkatkan"
Marius Hanan Santoso,1,2020-07-28 2:40:54,"Aneh sekali aplikasi ini, saya cuma tanya soal keuntungan dan penjualan, setelah itu setiap buka dibilang internet error, sekrup lepas. Saldo saya sudah pembelian sukses tapi tidak tampil keuntungan/ perubahan (normalnya kalau benar ini saham 1 hari itu grafiknya dinamis sekali) katanya keuntungan diupdate tiap 22.00 tapi sudah 3 hari tidak ada perubahan. Saldo tidak bisa dijual (tombol disabled). Aneh sekali aplikasi ini. Kalau nipu, yaudah makan tuh 2juta.. biar dapat beban di neraka 2jt x"
Uswatun Malang,5,2020-07-24 12:55:27,"Suka bgt sama interface nya, ga ribet. Trus ditambah lagi ada panduan buat yg beginner, mantap deh sukses selalu ya bibit"
Stella ferdiany,5,2020-07-24 11:33:56,"Recommended bgt untuk yang pemula yang gatau harus mulai darimana. Di bibit skalian bisa sambil belajar, tampilannya simple dan mudah dimengerti. Bagus👍"
Yusuf Bimbi,4,2020-07-24 0:55:07,"Baru nyoba sih tapi pengennya ditambah Timeframe chartnya, misal tf 4h, 12h bila perlu tf 15menit jadi benar benar bisa merasakan sensasi jual belinya, dan perlu ada depth chart juga agar bisa melihat perbandingan buyer dan seller serta perlu ada advanced chart dg indikator yang diperkaya...yang butuh referal bisa pakai ""bintangkejora"". Semoga investasi kita bisa bersinar. Terima kasih"
Shinta Amelia,5,2020-07-23 6:36:41,"Ini pendapatku dewek eaa hehe, buat yang pemula banget kayak diriku cocok banget pake bibit, kenwhy? Karena beneran bakal dibimbing sama disaranin gitu investnya. Apalagi cara ngeceknya itu gampang, diriku paling suka ngecek naik turun portofolio wkwkwk. Pas lagi turun itu sad aja gitu, tapi pas naik langsung bersyukur banget. Pokoknya suka :""))"
Fazar Azka,5,2020-07-22 22:48:13,"Aplikasi nya bagus ada robonya jadi bisa di beri saran untuk investasi jadi gk bingung mau yg mana untuk pemula ini cocok sekali, saran aja sih kalo bisa di tambah investasi emas kalo bisa 👍"
Anandhika Primansyah Putra,5,2020-07-22 13:30:24,"Gw masih awam bener, nonton YouTube cari info sana sini tentang aplikasi saham trus dapet bibit. Ratingnya udah bagus dan fitur paling ngebantu sih AI robotnya bisa bantu kita nyaranin buat milih yang mana. Saran sih perusahaannya mungkin bisa lebih banyak kaya aplikasi sebelah atau mungkin emang udah ada tapi gwnya yang gatau. So far so good. Thankyou bibit"
arneta tasya,5,2020-07-22 2:45:39,"Bagus sih buat pemula kaya aku, aku bisa belajar menabung uang dengan cara investasi, selain itu ini cara yg cukup efektif buat aku yg kalo nabung suka dibawa lagi dibawa lagi, karena kalo di bibit uang yg ditabung bisa dipakai dan mesti menunggu waktu pencairan, beda sama di bank atau celengan yg selalu keambil lagi"
V. Dicky,5,2020-07-21 15:41:23,"Tampilannya menarik, ga terlalu bikin mikir dan ada robo advisornya.. pokoknya bagus untuk pemula karena user friendly.. Dan paling enaknya tuh suka dijelaskan mengenai saham, reksadana, obligasi dan pasar uang lewat email kita, jadi bisa sekalian belajar.."
Rahma Runindaru,4,2020-07-21 15:07:00,"Untuk saya yang betul"" buta pemahaman soal saham dan reksa dana, fitur Robo Advisor sangat membantu. UInya juga nyaman dan sangat ramah di mata, simpel. Kemudian, kemudahan dalam membayar juga sangat membantu."
Muhammad Baiquni,3,2020-07-20 9:03:50,"Halo, Saya udah lama pake bibit di iOS. Waktu nyoba di Android ada kendala dimana ketika membuka portofolio terjadi force close. Kendala pada Xiaomi Redmi Note 8 Pro"
Muhammad fauzan,5,2020-07-20 4:47:49,"Bagus, apalagi dengan adanya fitur robo, yang memudahkan pilihan dalam memilih perusahaan mana yg perlu di diinvest! UI bagus, pembayaran mudah dengan gopay/e wallet lain. Buat kaian yg blm download, ayo download dan mulai investasi untuk masa depan kalian! Gunakan KODE "" chunmaru "" untuk dapat cashback 25rb pertamamu!"
Wirata Arya,1,2020-07-20 3:17:41,"Aplikasi bibit kok jelek skrang, jaringan sinyal sama WiFi saya bagus, tapi kok ada bacaan ngk ada internet, dan juga aplikasi nya ngk ke buka, tolong dong min, di perbaiki lagi aplikasi nya"
karini aj,4,2020-07-16 1:56:31,Baru nyoba dan baru jadi investor pemula nih. Bibit ngebantu banget. Apalagi dng sistem robo nya. Yg bisa auto balancing utk semua produk Reksadana sesuai dng budget.
alparisi sirajuddin,5,2020-07-15 5:52:59,"Ini aplikasi cocok banget buat pemula bagi saya, dan orang yang mungkin susah nabung juga, yang kalau nabung kepake mulu atau keambil mulu ini. Sukses terus bibit"
M Ragil AS,1,2020-07-14 11:47:38,"Pembelian cepat, tapi pas pencairan dananya sangat lama dan cenderung sulit yaa, padahal sudah tertera maksimal 7 hari kerja, tetapi sekarang sudah hampir 1 bln masih ad pencairan yang nyangkut, mohon diperhatikan ya buat management, solnya ini menyangkut kenyamanan nasabah dalam transaksi"
Yusuf Arifin,5,2020-07-11 16:33:56,"Cukup baik. Memang cocok untuk pemula, UI mudah dipahami. Namun pilihan yang terbatas"
wisnu septian,5,2020-07-11 7:08:29,"Aplikasi investasi pertama di hp saya, karena paling simple, UI nya keren mudah di pahami, ada fitur robo advisor buat yg bingung mau invest di mana.."
SILMI,4,2020-07-09 4:02:19,"Untuk nabung ini ok banget, tapi acc untuk pembelian terlalu lama hampir seminggu. Sedangkan kita beli di saat titik rendah saat di acc harga sudah naik 30 perak."
Alyaa Nabila Furty,5,2020-07-08 15:18:03,Friendly user dan tampilan yang enak banget. Mudah di gunakan oleh pemula. Penjelasannya cukup lengkap dan sangat membantu. Guys bisa pake referral (targetcuan) yaa. Langsung dapet cashback 25.000~
Muhammad Misbahul Munir,5,2020-07-08 3:59:51,"buat pemula di bidang investasi seperti saya, aplikasi Bibit ini sangat newbie friendly. Gampang digunakan, supportnya juga oke punya, apapun yang nggak saya pahami bisa langsung dicari di dalam aplikasi, ada forum Telegramnya juga. Tabungan di bank yang lama mengendap bisa jadi cuan karena bantuan Bibit 👍"
Muhammad Helmi,5,2020-07-07 2:15:17,Aplikasi nya bagus cocok banget bagi kalangan muda dan yg tua. Asalkan rutin nabung sebulan sekali pasti keuntungan nya juga bertambah
Sarinande Blues,5,2020-07-06 2:14:00,"Aplikasi yang sangat bagus cocok buat kalian yang ingin belajar investasi, jangan lupa masukan kode referral ( CITAKU ) saat awal kalian mendaftar supaya dapat bonusnya 25ribu, dan bonusnya juga bisa di cairkan atau di buat investasi, pokoknya menyenangkan sekali gaes belajar investasi di aplikasi Bibit, dan bersama kita bisa. 😊😊😊"
Toa Coan,5,2020-07-06 1:02:42,"sangat mudah untuk pemula mulai berinventasi, fitur fitur nya simple gampang dimengerti ."
Ahjussi Seno,5,2020-07-05 11:30:00,"Aplikasi ini sangat bagus sekali memotivasi kita buat menabung, mungkin akan sangat sempurna bila ada fitur yang bisa memfilter reksadananya sesuai bank penampung supaya lebih memudahkan lagi."
Putri Meylinda Sandy,5,2020-07-03 18:30:24,"Aplikasinya cukup membantu pemula yg mau investasi, tapi saya masih bingung kenapa judul pertofolio yg langsung direkomendasiin sama robo tdk bisa diubah yaa, padal saya ingin menggantinya agar pola invest saya di bibit bisa teratur sesuai kemauan saya, karena selain invest menggunakan robo saya coba invest mandiri, mungkin masalahnya sepele sih, tapi saya harap aplikadi bibit bisa ada perbaikan yg berkelanjutan kedepannya. Sukses bibit dan investor pemula."
Hena Aura,5,2020-07-01 1:54:15,"Suka banget sama aplikasi bibit, bisa nabung dengan nilai mata uangnya bertambah, walaupun kecil dan gak instan tapi emang hrs sabar karena nabung bisa buat masa depan juga. Makasih bibit"
Tio “Algumeri” Algumeri,3,2020-06-28 5:28:47,"Secara umum cukup baik, pilihan yang tidak banyak, cocok untuk pemula. Namun sangat lambat dalam membalas pesan. Applikasi cukup berat. Namun karena ada pembayaran lewat BRI, itu yang bikin saya memilih bibit.id."
heppy sulistyawati,5,2020-06-26 9:06:06,Mudah dimengerti buat sayaa yang superrr tidak tahu masalah investasi. Untuk pemula bibit sangat membantu... Jadi nyesel kenapa ngga dari dulu. Tapi saya blm coba kalau jual.. Mudah2an juga tidak sulit... 😁
Ayu Harwati,5,2020-06-23 16:22:51,"Bibit keren, sangat memudahkan untuk pemula dan membantu anak-anak muda seperti anak saya yang usia kuliah menyadari berinvestasi sedini mungkin. Saya puas menggunakan aplikasi ini. Terimakasih Bibit."
Iwan Kancil,5,2020-06-19 19:08:35,"Bagus sih pendaftaran 100% online, berhasil✓ Aplikasi juga enak buat pemula kaya saya. Tapi blum coba buat transaksinya mudah2an cepet juga .."
Haryanto Haryanto,5,2020-06-19 8:22:03,"Aplikasinya mudah dipahami dan banyak fiturnya, ada penjelasan tentang Reksadana juga, utk download pake kode Mutiara utk dpt kan Cashback 25rb."
Santoso Chem,5,2020-06-19 3:45:52,"Pagi kak, untuk investasi dibibit sangat baik dan bagus untuk pemula dan baik dalam jangka panjang.. Untuk pembayaran melalui virtual akun, tolong donk kak tambahkan untuk virtual akun BCA,, TERIMAKASIH"
Nana Tauco,5,2020-06-19 2:44:45,"Aplikasi mudah pemakaiannya, gak ribet. Saran untuk bibit mohon di tambah untuk metode pembayaran menggunakan ewallet nya jangan hanya gopay aja, tambah yang lainnya ya!"
Prayugo CA,3,2020-06-13 3:06:18,"perlu dikembangkan lagi. kecepatan membuka aplikasi perlu di upgrade, fitur2 untuk memudahkan jg, saya kasih masukan untuk ada fitur chart pembanding antar produk semoga segera ada. dan ditunggu juga fitur2 keren lain."
Yulius Chaesario,5,2020-06-12 13:46:45,"Aplikasi BIBIT merupakan tempat investasi REKSADANA online terbaik yang pernah ada. Supaya kalian mendapat BONUS 50.000 gunakan kode referal ""julyus"" (tidak pakai tanda petik) agar investasimu makin berkembang. Selain itu aplikasi ini punya fitur fitur yang sangat lengkap untuk mempermudah investasimu. Segera download dan mulai investasimu dengan memasukkan kode referal ""julyus"" sekarang juga."
daniel setiawan,5,2020-06-09 0:24:49,"Untuk yang ingin belajar berinvestasi tp bingung caranya, BIBIT adalah app yg paling tepat untuk itu semua. Disini akan mendapatkan banyak ilmu soal berinvestasi dan dipandu langsung oleh app tim bibit untuk menghindari kerugian di dalam berinvestasi."
Vita Sonya,5,2020-06-07 19:53:31,"Gunakan kode referral : ( sukse5 ) saat pendaftaran untuk mendapatkan Saldo Rp.25.000 lumayan kan langsung cuan. Aplikasi ini sangat recommended untuk pemula karena tidak ribet, dan mudah karna di bantu oleh robo advisor yg membantu kalian memilih Reksadana yg sedang bagus. Saya suka kinerja dari bibit. Tidak perlu ragu lagi untuk berinvestasi langsung aja sekarang daftar dan gunakan Kode Referal ""sukse5"" terimakasihh banyak selamat mencoba ya."
Dewa Alher (Dewa Alher),4,2020-06-06 1:28:42,Ini aplikasi yang bagus untuk belajar investasi bagi pemula.. Untuk yang advance juga saya rasa sangat memudahkan.. Fitur auto portofolio juga sangat membantu bagi pemula yg bingung dengan Reksadana mana yg mesti kita beli.. Sedikit saran dari saya tolong tambahkan fitur metode pembayaran lewat minimarket/semacamnya.. itu akan sangat memudahkan kita yang hanya memegang uang cash.. Terimakasih..
Gabrielle Rante Pairunan,4,2020-06-02 14:43:28,"oke saya mau ulas JUJUR! minusnya dulu ya 1. kurangnya pemberitahuan antara cs dgn investor. Saya ambil contoh kmrn saya top up sblm lebaran tgl 20, dan yg saya tau pembelian akan selesai dalam 2hari, selama 3hari tidak ada kabar trs saya tanya ke support, ternyata ada libur lebaran alhasil pembelian selesai tgl 27 2. Marketnya kurang luas PLUSNYA! 1. Pembelian mudah 2. Tampilannya cocok untuk pemula dan gak ribet Saya belum melakukan penjualan/penarikan, jd untuk prosesnya saya gk tau brp lama."
Game Moba,5,2020-06-02 9:05:21,"Bagi teman-teman yang belum memiliki pengalaman berinvestasi, bibit sangatlah cocok, user interface yang mudah ditunjang dengan penjelasan tentang fitur didalamnya sangatlah mudah dipahami, untuk user baru dapat memasukan kode referal (BIBITULANG) untuk mendapatkan keuntungan lainya, silahkan dicoba 😊"
Lenny Kurniati,5,2020-05-31 1:43:10,"Menurut aq bibit aplikasi yg mudah digunakan bagi pemula untuk memulai investasi sejak dini, Bisa dapat UANG dengan gampang. Apalagi ketika KAMU memasukan CODE refferal ""BIBITBONS25K"" di HP KAMU, ketika daftar pertama. Terima kasih bibit. CODE refferalnya WORK. 😋"
Annisa Putri ftmsr,5,2020-05-20 14:32:58,"Gak tau semenjak pakai ini lebih enak dan teratur kalau mau investasi. Jadi semangat nabung, karena selain ada panduannya, ada grup telegramnya juga jadi seneng invest sekalian nabung"
ekadesy widnyani,5,2020-05-13 22:44:31,"Awalnya takut ribet kalo investasi reksa dana, tp bibit beda, tampilannya yg sederhana mudah dimengerti utk pemula sprti saya dan jika ada keluhan sangat cepat tanggap. Kerenn🤘"
Shinta Johar Alif Rahadi,3,2020-05-11 20:35:57,"Kok gabisa dibuka ya app nya? Ada pemberitahuan ga ada koneksi internet, padahal pake wifi. Tolong bantuannya. Nanti kalau bisa teratasi rate bintangnya dinaikin. Makasih"
ratna malia,5,2020-05-11 17:31:32,"Untuk pertama kalinya masuk dan membeli reksadana hanya bermodal 10.000, tapi kenaikan revenue terus meningkat. Aplikasi juga mudah dipahami bagi pemula. Untuk kalian yang baru mau gabung silakan ketik kode referal ini untuk mendapatkan cashback Rp 25.0000 ( ketik : shanum ) Semoga sukses !!!"
Teaser Drama,5,2020-05-10 22:58:56,"suka banget sama aplikasi bibit sangat bagus bahkan untuk pemula. Caranya jelasin bagus banget jadi ngerti , terus ga bingung mau pilih reksadana yg mana karena udah dikasih pilihan top 5 reksadana , yuk instal appnya dan daftar dengan masukin kode referral ""cuanjaya"" supaya kamu dapat cashback Rp 25.000 pada saat awal pendaftaran. bibit diawasi ojk juga loh pasti aman yuk mulai sedini mungkin."
Elvis Alfah Levi,5,2020-05-06 7:01:25,"Platform penyedia investasi yang ramah bagi pemula seperti saya. Proses pembuatan akun yang mudah dan cepat. Disertai dengan antarmuka aplikasi yang user-friendly bagi siapa saja. Selain itu, terdapat grup telegram bagi pengguna yang dapat diperuntukkan untuk pembelajaran setiap orang terkait investasi."
Nurdiyan Musholichin,5,2020-05-01 14:22:10,Inovasi keren untuk menabung dan investasi. Semua terasa simple dan mudah. Interfacenya bagus dan mudah digunakan.
Pengguna Google,1,2020-04-25 5:27:38,"Saya baru install dan setiap mau buka aplikasi ini selalu force close, sudah saya ulangi seperti uninstall install lg tp ttp force close. Untuk memori di hp saya jg msh lumayan ada 1Gban. Ini kenapa ya?tolong ditindak lanjuti..krna antusiasme saya memilih menggunakan ini drpada aplikasi reksadana yg lainnya sangat tinggi. thanks"
Pengguna Google,5,2020-04-21 23:12:43,"Aplikasi yang sangat bagus, panduan yg diajarkan cukup mudah dipahami oleh pemula bahkan ada si robo yang bisa membantu memilih dan mengelola investasi.. Terima kasih tim bibit, semoga terus berkembang"
Pengguna Google,3,2020-04-21 21:36:34,"Kasih bintang 2 dulu aja, karena baru mulai juga, tapi overall belom nemuin yang problem yang aneh. Untuk pemula saya rekomendasikan ketika ingin memulai investasi reksadana pahami juga sistem nya sekarang udah banyak buku terkait reksana, maaf bukan menggurui !!!"
Pengguna Google,5,2020-04-15 9:05:58,"Berkat aplikasi ini, aq jadi mengerti gimana sistem investasi reksadana. Mudah dipahami.. penggunaan apk lancar. Bagi yang blum paham aplikasi ini membantu memilih investasi yang terbaik sesuai kebutuhan."
Pengguna Google,5,2020-04-14 18:59:14,Sangat direkomendasikan bagi investor pemula yang belum atau masih belajar investasi. Aplikasi ini punya robot atau kecerdasan buatan yang membantu memilih reksadana sesuai dengan karakter penggunanya. The best lah
Pengguna Google,5,2020-04-14 18:03:14,Saya baru memulai invest baru di aplikasi ini saja... Aku pemula dan baru mengenal dunia invest... Yang saya rasakan ... Baru beberapa jam dengan modal 30r... Itu juga saya dibagi menjadi 3pilihan invest. Yaitu pasar uang. Saham. Obligasi.... Saya dah dapet Rp. 250 cuma beberapa jam... Buat BIBIT... Saya titip finansial masa tuaku. Khususnya buat biaya pendidikan anak2ku untuk beberapa tahun ke depan... Pokonya BIBIT the best... Terimakasih.....
Pengguna Google,1,2020-04-14 15:47:13,Pencairan dananya agak lama.. Cashback 50k dapat pake kode BUKATABUNGANBIBIT dan setelahnya saya coba tarik ke rekening. Berhasil tapi harus sabar karena makan waktu untuk beli-dapatcashback-jual kurang lebih 10 harian.
