userName,score,at,content
Gugun Putra,2,2020-05-07 05:35:18,maaf saya udah investasi di bukalapak yg bekerjasama dgn bareksa dan kendala saya alami saat saya beli reksadana sudah dua hari bursa belum juga selesai pembelian saya ada kendala di bareksa seperti ini dan bisa tidak seluruh investasi saya di bukalapak di pindahkan semua ke bareksa....
Munammad Rahadian,2,2020-05-06 02:05:39,"Dari kemaren sampai sekarang Proses pembelian Reksadana via ovo kok masih proses ya, sementara jumlah nilai perunit nya berubah. Dan skrang unitnya jadi berkurang karenaikan NAV nya. Tolong min dipercepat lagi proses pembeliannya."
Igusti Bambang,1,2020-05-04 16:49:17,"Saya ingin daftar bareksa, saya masukan nik ktp, ternyata penerima token no saya yang tidak aktif padahal saya punya 2 no dengan mengunakan nama saya. aduh gimana nih bareksa, mana gk ada pilihan no lain lagi"
Rozak,5,2020-05-03 07:38:36,Aplikasi bagus. Kekurangannya hanya metode pembayarannya kalau bisa di perbnyak..
Ahmad Fauzan,3,2020-04-28 16:25:46,Tolong dong aplikasi bareksa untuk ganti nomor ponsel bisa diubah manual ribet nih ganti di cs nga di respon terus jadi susah buat jual karena butuh OTP sekarang
Pengguna Google,3,2020-04-25 04:10:16,Bintang 3 dulu lah ya? Versi mobile ini belum ada grafik produk reksadana.. Pembayaran Virtual Account belum ada.. Malah sekarang kok nggak nge-link sama akun reksadana di Bukalapak dan Tokopedia?
Pengguna Google,5,2020-04-23 05:19:47,Terimakasih Bareksa tampilan sekarang lebih bagus dan bisa bayar menggunakan OVO... Jika boleh saran... Akan lebih bagus bila ada tambahan pengaman login menggunakan sidik jari... + tampilan mode gelap... Terimakasih ataa perhatiannya... Good job
Pengguna Google,4,2020-04-22 17:46:43,"Min tambahin fitur lock dong, pas buka apps nya kita harus masukin pin dulu. Biar lebih aman aja. Apps tetangga jg pake ko, dan nyaman bgt jd merasa aman. Makasih, semoga dibaca ya ulasan ini"
Pengguna Google,5,2020-04-22 04:57:47,Terima kasih admin Bareksa tercinta.. haha.. keluhan saya di ulasan sebelumnya di dengarkan.. sukses selalu Bareksa.. 🙏👍dengan upgrade aplikasi yg skrg Bareksa makin mantap..
Pengguna Google,4,2020-04-21 23:15:36,"Bareksa bagus.. sekarang sudah ada tambahan investasi emas, saran saya gabungin aja obligasi/SBN dalam 1 aplikasi ini jadi lebih simple tak perlu install 2 aplikasi. Saya yakin jika jadi 1 maka makin mudah dan banyak yg menggunakan aplikasi ini. Kalo ada yg mudah ngapain harus ribettt??? Hehehe"
Pengguna Google,5,2020-04-21 11:04:15,"Lebih bagus dan menarik lagi,kalau metode pembayaran selain transfer dan ovo,ditambah lagi khususnya linkaja."
Pengguna Google,4,2020-04-21 09:30:54,"Aplikasinya ringan, aman, dan informasi di dalemnya lumayan lengkap. Sayang menurut saya UI-nya kurang friendly, jadi msti belajar ngebiasain. Tingkatkan terus, Bareksa!"
Pengguna Google,3,2020-04-21 05:39:16,"Masukan: kalau bisa pembayaran mengunakan ovo dipermudah aja jangan dipersulit, saya transaksi menggunakan ovo selalu gagal dan tidak bisa menggunakan pembayaran ovo, kalau bisa dihubungkan aplikasi ovo dengan bareksanya jadi langsung klik pembayaran diaplikasi bareksanya,Terima kasih :)"
Pengguna Google,5,2020-04-20 08:33:20,"Lebih ditingkatkan untuk perfomance and responsibilities nya , agar hubungan baik selalu terjaga."
Pengguna Google,3,2020-04-17 23:28:50,"Baru instal, daftar akun cepat karna sebelumnya sudah terdaftar di bukalapak, tp masih belum bisa beli reksa karna masih dalam proses verifikasi Iklannya banyak juga ternyata, maaf agak sedikit menggangu kalau buat saya"
Pengguna Google,5,2020-04-17 17:30:31,"Saya mau kasih pencerahan aja buat orang2 yang ngeluh masalah pencairan dana lama, beli diprosesnya lama, dan saat pencairan ada potongan. silahkan para netijen yg budiman, baca2 atau tonton yutub tentang reksadana ini. biar kalian semua paham bagaimana kinerja reksadana ini. (Karena hal itu adalah hal yg lumrah/wajar/YA EMANG BEGITU MALIH). Btw saya mau tanya juga min wkwk, kalau saya sudah daftar duluan reksadana lewat bukareksa bukalapak, bisa ga login di bareksa dengan akun yg sama?"
Pengguna Google,5,2020-04-13 10:28:44,aplikasi sudah oke min.. saran saya cuma tolong ditambahkan untuk pembelian reksadana secara berkala (auto debet) min.. apalagi sekarang sdh kerja sama dgn ovo.thnks
Pengguna Google,5,2020-04-13 06:29:39,"Pelayanan cukup bagus dan responsif, semoga di tambahkan Virtual account, agar lebih mudah.Terima Kasih.🙏"
Pengguna Google,3,2020-04-08 11:57:57,"Untuk proses pembelian prudok reksadana sangat lama, sudah mau hari ke 2, tapi belum ada masuk di kas rekening reksadan. Mungkin saat mau jual seperti itu. Berharap kedepan, prosesnya 1 hari selesai"
Pengguna Google,4,2020-04-06 02:35:10,"Sy ingin buat akun dan selalu bermasalah di tahap 3. Setelah selesai Tanda tangan elektronik, aplikasi hanya tertulis ""sedang memproses"" meskipun ditunggu dlm waktu yg sgt lama, diulang pendaftaran nya masih ttp bgitu. Mohon pencerahan x"
Pengguna Google,4,2020-04-04 15:15:38,"Aplikasi untuk penggunaan pemula lumayan, cuma kalau boleh saran alangkah baiknya di tambah pengamanan sidik jari untuk masuk ke aplikasi."
Pengguna Google,5,2020-03-30 12:01:16,"Aplikasinya sudah sangat membantu , cuman untuk pembeliannya kalau bisa respon per unitnya segera Ter update agar kita bisa tau harga yang dipakai. Good job"
Pengguna Google,4,2020-03-29 21:53:27,"Tampilan aplikasi semakin bagus, terdapat fitur filter, sortir, dan bandingkan yang memudahkan dalam melakukan pencarian dan pemilihan produk reksadana. Kini ada mekanisme pembayaran melalui Ovo yg otomatis terverifikasi sehingga pembelian menjadi lebih mudah 👍"
Pengguna Google,1,2020-03-28 17:18:10,"Mohon bantuan nya, aplikasi nya gk bisa di login padahal sudah di klik lupa password dan sampai sekarang blm ad balasan masuk di email saya terima kasih"
Pengguna Google,4,2020-03-27 19:03:21,Siapa itu tukijem? 😯 tolong di clear kan kendala pada aplikasi ini. Jangan buat kami harus lewat web di pencarian google karena terlalu lama. Kami ingin yg cepat mudah dan sederhana. Aplikasi ini semoga lebih membantu dan jadi yg terbaik
Pengguna Google,5,2020-03-26 13:58:46,Proses jual - beli cepat... Cepat approval & cepat cair. Gak ribet kyk aplikasi invest lain... Selama ini menurut sy bareksa yg terbaik dr pada aplikasi lain... 😍👍
Pengguna Google,5,2020-03-21 12:27:06,"Mantap aplikasinya, saya bisa monitor perkembangan investasi. Saya juga dapat update informasi investasi. Oh ya, untuk produk emas ada bug. Tolong diperbaiki."
Pengguna Google,3,2020-03-18 21:35:38,"Saya tidak mengerti apa yg salah dari saya mendaftar di bareksa. Saya sudah menunggu berbulan-bulan tapi akun saya belum aktif hingga sekarang. Saya sering menerima email dari bareksa dan saya pikir akun saya sudah diaktifkan, ternyata belum. Tolong maslah ini ditindaklanjuti. Karena ini membuat saya hampir kehilangan minat untuk berinvestasi di bareksa. Terima kasih"
Pengguna Google,5,2020-03-17 01:33:41,"Mantap,,,,investasi buat jangka panjang 👍 Saran aja nii buat pembayaran next nanti kalau update aplikasinya usahakan ada pembayaran melalui link aja karna agar bisa bebas top up biaya admin"
Pengguna Google,4,2020-03-13 07:54:21,Punya ku gk bisa ke buka lupa pasword y karena hp pecah rusak... Udah coba lupa pasword tpi gk dapat email. Dari bareksa padahal emil saya benar... Biasa y tiap bln ada emil masuk pemberitahuan naik /turun y ko ini gk ada emil masuk
Pengguna Google,5,2020-03-12 11:38:34,"Alhamdulilah secara ke seluruhan baik, tapi boleh saran kan setiap nasabah harus memiliki buku polis nya, yang di berikan ketika daftar menjadi nasabah. Jadi transaksi investasi bisa di lakukan offline. Semoga kedepanya lebih baik dan sukses selalu . Lop you"
Pengguna Google,1,2020-03-09 11:23:11,Parah ni aplikasi Bareksa. Hari ke 1 dan ke 2 ada bunga ke 3 dan ke 4 ga ada . Ga jelas nih investasi apaan. Nyesel aku ikutan baru awal dah kayak gini
Pengguna Google,1,2020-03-08 11:10:42,"Kalau belum bisa supporrt pembayaran lewat OVO, jngn disaranin pakai OVO, apaan saya beli produk reksadana Fix Income dari 2 hari yg lalu, sampai sekarang saldo saya masih 0, mengecewakan proses transaksinya lama lebih dari 2 hari."
Pengguna Google,5,2020-03-06 11:50:39,"Karena pendapatan kecil saya gak punya npwp, jadi gak bisa bikin akun. Padahalmsaya ingin menabung reksadana ada solusi? Tolong opsi pembayaran diperbanyak, tambahin via dana, link aja dll biar mudah transaksinya thxs"
Pengguna Google,3,2020-03-03 10:29:05,"Utk sistem aplikasi Bareksa kurang bagus gak seperti di bibit...begitu bayar Reksadana langsung nambah saldonya walaupun blm aktif reksadanya...dan utk respon adminnya di aplikasi Bareksa kurang memuaskan...gak bisa langsung chat otomatis di aplikasinya...dan utk komunikasi sama adminnya susah kadang suka penuh...antrian dan tdk bisa terjawab, tolong donk di perbaiki lagi sistem aplikasinya terima kasih."
Pengguna Google,3,2020-03-03 09:23:12,"Kemarin saya mencoba melakukan penarikan untuk memastikan apakah ""data rekening bank sudah sesuai dengan data KTP"". Sudah 11 hari ternyata dana tidak masuk rekening. Saya coba tanya CS katanya ada retur tapi tidak jelas returnya dimana. Kenapa tidak ada pemberitahuan kalo terjadi retur dan bagaimana solusinya. Seolah kalo saya tidak menanyakan tidak akan mendapat informasi retur."
Pengguna Google,4,2020-02-27 17:19:12,Mudah ringan dan simple... tp tolong kl bisa tambah lagi menu pembayarannya. Gopay dana dll.
Pengguna Google,4,2020-02-27 05:07:58,"Bareksa sekarang sudah lebih baik, dari segi interface juga lebih segar, saran untuk fact sheet agar bisa di cubit untuk zoom in atau zoom out supaya lebih bebas seperti di bukareksa"
Pengguna Google,5,2020-02-25 09:27:08,"Aplikasinya bagus banget dan memudahkan saya untuk berinvestasi reksadana. Request fitur dong,bisa tambahin satu status lagi nggak ketika penjualan reksadana? jadi sekarang tuh ""Penjualan Berhasil"" tapi uangnya masih belum nyampe.tambahin satu dong gitu setelah ""Penjualan Berhasil"" yaitu ketika uang dah sampe di rekening,biar kita tau gitu kalo uangnya dah ada direkening Terimakasih"
Pengguna Google,4,2020-02-19 04:28:52,"Untuk melihat produk Reksadana di App, agar tampilan grafiknya bisa sama dg di versi WEB, selain grafik harga unit jg ada grafik AUM"
Pengguna Google,4,2020-02-17 01:46:23,"Tolong UI/UX di perbaiki, masih bagus bibit soalnya UI/UX nya. tp produk lebih lengkap bareksa"
Pengguna Google,5,2020-02-16 03:23:23,Ini salah satu aplikasi kesayangan...terima kasih sudah bikin platform seperti ini...mantep juga karena saya masih pakai android kitkat
Pengguna Google,5,2020-01-30 03:54:32,Saran aja sama bareksa... Untuk unit yg di beli atau harga NAB pada transaksi jangan di hilangkan. Biasanya saya pantau harga unit yg di beli atau jumlah unit yg di dapat pada pembelian atau transaksi yg saya lakukan disitu jadi lebih efisien ga mesti buka di web lagi... kok updatean baru malah dihilangkan? Kecewa saya....
Pengguna Google,5,2020-01-26 07:12:21,"Apknya dah bagus, saran aja tolong tambahin kode keamanan kayak tokopedia atau ovo maupun seperti m-baking berupa pin, masalahnya kan ini menyangkut uang. Jadi semisal ada yg terkena musibah hp hilang nggak khawatir"
Pengguna Google,3,2020-01-20 13:40:40,Masih susah utk transaksi. Pembayaran juga hanya via BCA. Dimohon perbaikan dan pengembangannya agar lbh nyaman utk transaksi
Pengguna Google,5,2020-01-14 19:15:18,"Tolong dong untuk upload bukti pembayaran balikin ke versi lama, yg sekarang cmn sekali bisa upload bukti pembayaran trus preview nya kecil takut slh upload bukti pdhl sy beli 5 juta termasuk banyak untuk pemula ky sy."
Pengguna Google,4,2020-01-14 00:10:25,"Layanan dan produk reksadana di bareksa sudah baik, namun saran saya harus ada perbaikan pada fitur aplikasi. Sebaiknya tambahkan fitur on screen fingerprint yang dapat digunakan pengguna sebelum memasuki aplikasi, menurut saya fitur tersebut dapat menambah keamanan dan kenyamanan untuk para investor untuk meminimalisir pembajakan handphone (pencurian reksadana tanpa seizin pemilik handphone) saat digunakan orang lain. Terima kasih, semoga bareksa dapat mengembangkan aplikasinya lebih baik lagi"
Pengguna Google,3,2020-01-11 12:34:20,"Kok lama kali diacc nya padahal saya sudah daftar dari kemaren, sampai skrg belum di acc. . Padahal sudah melengkapi ktp dan TT"
Pengguna Google,4,2020-01-07 15:29:29,"Aplikasi sdh nyaman digunakan. Saran tambahkan fitur tren chart harga porto yg dimiliki, supaya setiap harinya bs keliatan fluktuasinya. Tks."
Pengguna Google,1,2020-01-05 05:52:57,Aplikasi sangat aneh sya udah daftar terus sukses udh ngikutin tahap2 nya terus saya sengaja logout dari bareksa terus login lagi jdi g bisa pdhal password sama username nya udh sngt betul malah dibilang salah ama aplikasinya aneeeh bgt jdi ragu gua
Pengguna Google,4,2020-01-03 01:43:37,"Aplikasi sudah bagus tapi sayang di grafik reksadananya tidak menunjukkan harga nab disetiap titik grafik per harinya, dan kalau bisa juga dalam bentuk candle stick, kalau bisa ditambahin min"
Pengguna Google,1,2020-01-01 09:29:03,Saya juga sudah melakukan penjualan pada produk yang saya beli tapi kok uangnya tidak masuk² ya di rekeningku (Tidak ada informasinya kalau sudah ditransfer) padahal di aplikasinya sudah 0. Rp ini sudah lewat 1-2 bulan.. Tapi yowes gapapa
Pengguna Google,3,2019-12-30 12:43:17,"Sangat membantu dalam mengenal saham,, trasaksi juga mudah,, cuma yg saya rasa kurang, transaksinya hanya melalui bank BCA, kalau bisa perbanyak pilihan bank nya.. terimakasih"
Pengguna Google,5,2019-12-29 10:06:07,"Bagus, Saran tambah fitur satu lagi selain, topup,jual. Yaitu ,alihkan dana pada reksadana lain/jual dan masuk saldo akun. Trimakasih.bareksa"
Pengguna Google,4,2019-12-27 23:36:44,"Selamat Siang,  Saya sudah melakukan order reksadana, sudah saya transfer dan telah mendapatkan status order disetujui, namun di sub menu portofolio masih menunjukkan nilai tabungan saya masih Rp. 0.00, Mohon penjelasannya"
Pengguna Google,5,2019-12-27 06:14:59,Jual beli reksadana mudah. Perhari ini apakah ada kendala di aplikasi? Buka menu home dan product tidak bisa dgn note masalah jaringan.padahal sudah coba wifi dan pket data Sim card masih tidak bisa terbuka. Mohon penjelasannya trims
Pengguna Google,4,2019-12-26 08:02:32,"Sejauh ini cukup bagus, mungkin jika ada alternatif pembayaran dengan bank selain BCA akan lebih baik lagi. Semoga menjadi bahan pertimbangan."
Pengguna Google,1,2019-12-26 02:26:03,Kualitas perlayanan kurang .. dan aplikasi harus dibuat simpel susah buat orang awam memahami beberapa fitur.. gak ada live suport
Pengguna Google,5,2019-12-26 01:32:21,"Bagus.. bisa mengatur keuangan juga... Hanya satu kok belum ada pengamanx yah.. kayak finger print/pasword,kalo gitu kan siapa saja bisa buka aplikasinya"
Pengguna Google,3,2019-12-18 23:24:02,"Layanan reksa dana oke, walaupun bukan yang terbaik. Tapi kualitas aplikasinya mobile nya itu loh yang masih kurang, kurang sekali."
Pengguna Google,2,2019-12-15 03:46:20,"Kak tolong ya untuk pendafraran di permudah 🙏 saya setiap kali daftar selalu ada alasan kenapa nga bisa keterima, padahal Ktp sudah, eh alesannya Ktp kurang jelas, padahal pas pendaftaran sebelumnya udah jelas, suruh setting lagi, trus alesan rekening bank sudah saya lengkapi, tanda tangan sesuai Ktp, masih saja sulit untuk terverfikasi 🤦‍♂️🙆‍♂️ padahal daftar PEGADAIAN GA SESUSAH INI:D"
Pengguna Google,4,2019-12-11 07:24:20,eror koneksi terputus terus. nggak bisa cek tabungan investasinya sama sekali Update : Sudah bisa dibuka kembali. Terima kasih.
Pengguna Google,4,2019-12-11 04:26:46,"Untuk kedepannya bisa ganti no hp sendiri untuk verifikasi, krna bisa saja buruknya,, hp ilang/no ke blokir/ganti no trims"
Pengguna Google,2,2019-12-07 06:32:22,Bintang 2 dulu. Baru mau buat akun. Baru di step 1 sudah ngga bisa masukkan no. Rek. Notif nya no. Rek tersebut sudah di daftar kan. Koq bisa gitu y
Pengguna Google,5,2019-12-05 07:37:03,"Hp saya hp cina evercoss yg 1jtaan gaada fitur fingerprint, saya gabisa masuk aplikasi ini gara gara diminta finger print. Mohon segera diperbaiki. Makasih"
Pengguna Google,4,2019-12-04 03:54:24,Aplikasi ini mengajarkan untuk lebih teliti memilih reksadana sendiri. Rekomendasi lebih ke websitenya karena lebih detail untuk informasi reksadana. Untuk cek apakah naik/turun reksadana dan info update bolehlah di aplikasi
Pengguna Google,2,2019-12-02 07:23:36,"Sayangnya uang yang sudah masuk ke BAREKSA sulit untuk keluar kembali,seperti contoh salah beli atau memakai pengirim orang lain,jadi untuk pemula banyak yang rugi dan akirnya mundur dari keinginan untuk investasi, kapok,dan takut uangnya bakal hilang"
Pengguna Google,4,2019-12-01 11:11:30,"Halo bareksa, mohon untuk fitur fingerprintnya di perbaiki lagi suapaya lebih akurat. Saya coba di jari orang lain masih bisa terbuka. Dan tambahkan fitur aktif dan nonaktif fitur fingerprint. Terimakasih"
Pengguna Google,5,2019-11-28 16:40:30,"saya suka dengan Bareksa karena UI nya mudah di pahami, satu hal yg kurang dari metode pembelian hanya tersedia satu bank saja, mohon di tambahkan bank lain seperti BNI atau aplikasi uang digital seperti LinkAja"
Pengguna Google,4,2019-11-28 01:22:53,"sejauh ini bareksa sangat memuaskan.. tpi barusan aplikasi bareksa saya diupdate.. waktu mau edit profil rekening bank, gagal terus.. mhn bantuannya"
Pengguna Google,2,2019-11-25 01:54:56,"Tolong pihak bareksa lebih selektif memilih manajer investasi yg diajak kerjasama. Pilih MI yang bonafide dan gak bermasalah. Karena banyak MI yg bermasalah, ujung2nya dana nasabah berkurang drastis spt kasus pada narada dan minna padi. Niatnya untung malah jadi buntung. Kalau ada reksadana yg NAVnya turun lebih dr 3-5% sehari dan jauh dibawah ihsg(turun tidak wajar), langsung suspend penjualan."
Pengguna Google,2,2019-11-20 05:00:01,"Min saya ada melakukan Penjualan, kok td mlm saya cek belum masuk rekening ya, padahal di Transaksi pd aplikasi sdh selesai keterangan ny? Minta respon ny min, di email gk d bls jga! Thx"
Pengguna Google,3,2019-11-19 11:39:28,"Sementara bintang 3, tolong sediakan berbagai cara pembayaran agar bisa bebas biaya transfer.. Nabung 100rb tiap bulan trf. Beda bank kena cash 6,500 (6,5%) rugi diawal.. terima kasih"
Pengguna Google,2,2019-11-14 02:56:19,Saya sudah daftar di toko pedia reksadana dari tanggal 10 November 2019 tpi sampai sekarang belum juga terdaftar mana uang saya udah masuk . Tolong segera di proses . Pendaftaran saya poto ktp sudah di lampirkan . Katanya tanggal 12 paling lambat ini sudah 5 hari kerja belum juga ada .
Pengguna Google,3,2019-11-12 07:25:34,Dear Bareksa bisa dibantu utk akunku wkt mau beli keterangannya no. Rekening blm didaftarkan sedangakan wkt pendaftaran sdh di upload..tks
Pengguna Google,4,2019-11-10 10:43:54,Platform bagus sementara sya kasih bintang 4.. karena sulit sekali ttd elektronik nya .. selain kotak nya kecil tidak semua user menggunakan pena android apalagi yg ttd nya rumit seperti saya .harus menggunakan jari selalu failed smp sekarang pun belum terdaftar cuma gara-gara ttd elektronik .. tks admin mudah2 ada solusi cara mendaftar yg mudah
Pengguna Google,3,2019-11-09 03:28:19,"Kenapa susah kali mau daftar,tolong dong aflikasinya lebih di perbagus lagi,soalnya susah kali untuk pendaftar baru registrasi."
Pengguna Google,5,2019-11-04 11:55:25,Aplikasinya bagus banget untuk memantau portofolio reksadana saya...selain itu ada fitur stimulasi reksadana jadi bisa memperkirakan cocok ga RD dengan tujuan keuangan yang kita pilih ..maju terus ya bareksa😊😊
Pengguna Google,1,2019-11-03 12:38:17,"Dari jaman dahulu kala, udh melengkapi persyaratan. Tpi sampe sekarang gk di acc2 trs. Yaudah, pindah ke tempat sebelah yg lebih ramah. Mentang2 salah satu apps rd yg terlaris,"
Pengguna Google,4,2019-10-30 17:21:33,"Dari segi pengelolaan bagus, nggak ribet cmn butuh data data yg simple, tapi dari segi transaksi agak sedikit lama prosesnya, dari masuknya portofolio sampai penjualan reksa dana, saran saya kalo bisa supaya bisa dipercepat dalam transaksinya, terimakasih"
Pengguna Google,1,2019-10-30 08:28:11,Registrasi selalu gagal. Padahal data nya sudah benar Mending di bibit. Registrasi gampang. Walaupun ribet tapi berhasil
Pengguna Google,1,2019-10-28 15:54:35,"Pada saat registrasi bagian input Kabupaten/Kota, Provinsi, Negara & Bank selalu muncul tulisan 'tidak tersedia'. Kalau memang ada yang tersedia ya dimunculkan apa yang disediakan, jangan hanya kosongan dan pas mau input tidak ada yang bisa tersedia."
Pengguna Google,3,2019-10-28 07:38:03,"Mau edit profil aplikasi tiba2 close tolong donk admin sesudah update aplikasi malah jadi close terus nih, kalo sudah bisa nanti saya tambah bintangnya"
Pengguna Google,5,2019-10-25 08:39:57,"Apps @tanamduit bagus @bareksa bagus @ajaib juga bagus setelah gue coba instal semuanya gue ketemu yg paling cocok buat dipilih ➡ @bibit. 🔥 🔴 🔥 😎 silahkan dipilih yg paling cocok sama selera masing². salam cuan.. btw, kalo mao nyoba apps bibit, silahkan pake kode referral,mayan buat dapat cashback 💵 50.000 dari bibit, coz sayang kalo kgk di pake. kode referral ➡ melon"
Pengguna Google,3,2019-10-22 04:54:53,"Saya sering bermasalah saat uploaf bukti pembayaran selalu muncul pesan ""maaf tidak bisa diproses"""
Pengguna Google,1,2019-10-21 04:03:19,"Mohon diperbaiki, bug terjadi di form pendaftaran pada alamat provinsi dan negara. Sudah mengetik dengan benar namun invalid sehingga tidak bisa melanjutkan. Disarankan menggunakan dropdown saja agar memudahkan mencari kota, provinsi dan negara. Thanks"
Pengguna Google,2,2019-10-20 13:01:26,"Maaf kasih ulasan bintang 2, tidak bisa registrasi, saat sudah mengisi form registrasi sampai selesai, dan klik menu selesai , menu registrasi tidak tertutup/selesai Terimakasih"
Pengguna Google,1,2019-10-19 15:12:14,"Saya daftar di bareksa masak negara indonesia,aceh,bireuen tidak terdaftar,,aplikasi aneh,,,mentang2 dah maju lewat tokope***,aplikasinya di telantarin,,,hadehhhhh"
Pengguna Google,1,2019-10-13 02:50:23,"Aplikasi nya sampah,maaf kasar tapi memang betul, masalah administrasi yang bertele-tele, sudah 5 kali di unistall dan diinstall kembali, tetap tidak bisa, kalo memang tujuan nya ini biar kalangan bawah pun bisa berinvestasi, toling diperbarui aplikasi nya, sekelas mitra dengan OJK, masa seperti ini aplikasinya,mohon pihak bareksa diupgrade lah aplikasi nya. Sekelas sama OJK soalnya mitranya jsngan buat malu"
Pengguna Google,1,2019-10-10 19:51:57,"Proses pendaftaran sulit, beberapa kali harus reload aplikasi padahal sudah menggunakan wifi yang kencang. Saya sudah daftar hingga beberapa kali dalam jangka waktu berbeda tapi tidak ada feedback."
Pengguna Google,1,2019-10-10 08:56:13,"Ditempat lain pendaftaran banyak prosedur tetapi mulus,hanya di bareksa pendaftaran juga banyak prosedur tetapi systemnya ga bagus,uda seminggu akun saya terbengkalai ga diverifikasi,kayaknya aplikasi error sepanjang waktu,ya saya ngerti banyak prosedur karna peraturan OJK tetapi di app bareksa hmm ntahlah"
Pengguna Google,1,2019-10-09 10:44:19,"Mohon konfirmasinya, di email saya sudah dikirimkan dari reksadana pemberitahuan bahwa penjualan unit saya sudah berhasil, di aplikasi juga nilai investasi saya sudah kosong karena saya menjual semuanya, tapi kenapa di rekening saya tidak ada masuk bukti transfer dari reksadana ya? Mohon segera untuk ditindaklanjuti, baru saya akan kasih rating 5"
Pengguna Google,1,2019-10-05 05:27:28,"Aplikasi ini menyulitkan untuk Berinvestasi ,mulai daftar mau join aja sulit,apa lagi transaksi nya...!!!! Di perbaiki server nya, hati2 untuk pemula yg ingin daftar... Sebelum ada hal yg merugikan tolong berhati"" untuk investasi di reksa ini.. !!!! #thnks"
Pengguna Google,5,2019-10-03 04:38:55,"Saya pertama kali invest RD di bareksa karena yang paling banyak pilihanya, sehingga bisa lebih di bagi komposisi portofolio nya. Yg saya sayangkan saat ini bareksa ternyata masih belum menyediakan metode pembayaran fintech2 ternama atau virtual account untuk kemudahan transaksi. Jadi ketika banyak yg bertanya pada saya yg paling mudah yg mana sekarang saya lebih merekomendasikan teman2 dan saudara saya menggunakan aperd lain 🙏 karena biasanya yg minta rekomendasi tidak ingin ribet ."
Pengguna Google,5,2019-10-01 10:04:08,Tanya: Bisa tidak kalau saya daftar 2 akun dengan ID sama (KTP) tapi Rekening Bank berbeda. saya tertarik dengan berapa reksa dana namun bank kustodian berbeda dengan rekening yg saya daftarkan alasanya keberatan dengan biaya transfer antar bank.
Pengguna Google,2,2019-09-27 13:02:02,"Sudah ngisi daftar tinggal klik, tp ga konek2 muter2 sampe seharian. Besoknya baru bisa. Sudah berhasil daftar, eh ga ada jawaban proses aktivasinya. Nggantung deeh."
Pengguna Google,2,2019-09-25 06:09:03,Kecewa. Karena mau update buku tabungan tp diaplikasi tidak bisa. Dan pengajuan saya tidak disetujui.
Pengguna Google,1,2019-09-24 13:35:44,Ini gimana sih. Saya mau buka akun saya gak aktif2x. Sudah 2 bulan lebh belum ada perbaikan untuk akun saya. Samapai kapan saya menunggu. Email sudah ditelpon sudah berkali2x. Coba cek email saya. Mungkin 2 bulan kemarin lupa. Tpi sudah saya email lagi emang ada kendala dimana ini
Pengguna Google,5,2019-09-22 15:00:11,"Bagus....,buat pemula seperti saya aplikasi ini sangat bagus...,invest..dari modal awal 10rb....,buat masukan saja..tolong adakan paket reksadana buat pemula dengan modal awal ringan...yang direkomendasikan dari bareksa...sehingga bagi pemula gak binggung mau pilih reksadana yang mana...,saking banyaknya pilihannya..."
Pengguna Google,5,2019-09-20 02:52:40,"So far , aplikasi sangat bagus Kalo ingin cari solusi bisa konsultasi ke kontak person bareksa .. melalui wa jga bisa"
Pengguna Google,1,2019-09-20 02:18:36,"Aplikasinya gaje, daftar benar"" susah, beberapa kali salah input nama kota provinsi bahkan negara,,, sering kali pas mau tahap akhir tiba-tiba koneksi ke server terputus . .,, harap di benahi kalau emang mau di lanjut pakai aplikasi ini"
Pengguna Google,1,2019-09-18 05:56:28,"Aku sudah daftar tapi kok pas mau dipake profil belum lengkap ya. Harusnya kalo belum lengkap, ditunjukan bagian mana yang belum lengkap biar tau. Dari kemaren asaya sudah melakukan komplain tp tidak ada tespon . Gimana ini 😑😑"
Pengguna Google,5,2019-09-17 03:57:35,6 bulan pake bareksa topup lancar lancar aja memag perlu waktu sekitar 24 jam biar dananya bisa masuk ya namanya aja udah ada ijin OJK pasti prosesnya lebih rumit. Dan perhatikan hari topup usahakan topup di hari kerja senin-jumat.Masukan untuk bareksa mohon tambahkan metode pembayaran virtual account karena biaya transfer cukup mahal. Terimakasih
Pengguna Google,1,2019-09-14 16:18:00,Mengapa akun saya belum aktif.. Pendaftaran sulit.. Seharusnya dipermudah kalo misalkan kurang apanya ya harusnya diarahkan yg salah yg mn.. Biar bisa mengulang pendaftarannya..
Pengguna Google,1,2019-09-14 15:38:43,"pas masukin foto ktp dan bukti rek mesti di ulang2 krn tiba2 ke hapus sendiri. Parah nya daftar malah koneksi ke server nya terputus mulu. Ini server nya kok jelek banget ya? Ini baru daftar loh, belum kalau udh investasi pasti lebih byk kendala. Padahal sy udh mau lgsung beli :( Ini data nya juga udh masuk tp ga terdaftar wkwkw, jd takut di salah gunakan deh. Admin Instagram nya juga ga respon. Perlu di pertanyakan nih aplikasi nya apakah aman untuk investasi jangka panjang :)"
Pengguna Google,4,2019-09-11 08:52:30,"Min, mau lapor, saya mau registrasi, pas isi data-data diri, combo box nya pada gak berfungsi min, gak ada yg muncul pilihannya... Saya baru install aplikasi nya sih min... Ada solusi min..?"
Pengguna Google,1,2019-09-05 13:32:51,"Tidak Bisa Untuk membuat akun, pasahal mau investasi coba lebih di perbaiki lagi aplikasinya. Dan setelah di upgrade tak bisa buka aplikasi nya"
