content,score,Label
"Ini gimana daftar belum masukkan hp malah kode di kirik ke nomer yang lama saya, dan itu sudah hilang. Terus saya daftar gimana.",3,
Aplikasi saat ditutup (double klick) selalu pop up lauch sendiri di android 9. Jadi susah ditutup. Fit it!,3,
"Aplikasinya cukup bagus, mohon dapat dipertimbangkan utk ditambahkan fitur grafik keuntungan harian min (keuntungan akumulasi atau keuntungan harian saja juga gpp) utk membantu kami review investasi kami.",4,Positif
"Aplikasi diupdate ke fersi ini masuk pake PIN tapi kadang-kadang suka error. Aku sudah kontak via email, wa bahkan telfon ke CS tapi sama saja, tidak ada perkembangan",1,Negatif
"G bisa daftar, setelah input nik , terus muncul keterangan pilih no hp untuk terima token, setelah itu proses g berlanjut (tidak ada tombol selanjutnya atau semacamnya) . Coba daftar di web saat verifikasi no rekening, loading terus verivikasi nya",1,Negatif
"Susah sekali buat registrasi, beberapa kali kasih tanda tangan ga valid terus padahal udah sama. Padahal data yg lain udah lengkap, gara gara tanda tangan jadi gabisa register. CS slow respon, ini Data saya jadinya gimana?",1,Negatif
Bintang 2 dlu ya soalnya aku udh transaksi tapi masih menunggu terverifikasi dan menurut saya ini makan waktu banget...orang mau bayar ko lama banget,2,Negatif
"Bagaimana saya bisa daftar kalau pada form pilih agama klik tanda panah tidak ada reaksi apa-apa. Isi alamat juga tidak ada reaksi apapun, tidak terisi apapun, kehapus terus. Isi pendapatan, pekerjaan, dll yang ada opsi pilih kebawah tidak ada reaksi apapun. Tidak bisa di klik dan tidak berguna. Perbaiki kalau memang serius bikin aplikasi. Di tokopedia pun sama, upload foto ktp saja TIDAK BISA. Apakah ini hanya versi beta?",1,Negatif
"Salah satu aplikasi investasi yang mudah untuk dipelajari, banyak pilihan produk untuk kita berinvestasi, ditambah lagi ada investasi emasnya. Dan sekarang sudah ada fitur fingerprint dan Pin. Sangat membantu dan nggak perlu ribet lagi untuk login.",5,Positif
Mohon maaf admin. Mohon diperbaiki untuk login menggunakan pin verifikasi dan finger karna selalu salah pin dan harus reset setiap mau login...,2,Negatif
"Untuk transaksi selesai tolong jangan terlalu lama ,karena akan mempengaruhi harga beli /unit. Terimakasih",3,
"Semenjak diperbaharui, jadi susah untuk login sbenernya sih bagus ada fitur PIN tpi coba di perbaiki karena saya sudah buat PIN dengan bnyk kombinasi digit angka tapi tetap saja tidak bisa login karena kode PIN tidak diterima..",1,Negatif
"Sudah cukup bagus. Saran : Kalo bisa Bareksa punya Rekening Mandiri biar customer tidak kena fee administrasi. Tambah juga LinkAja & Gopay. Kalo semua saran saya terkabul, janji kasih bintang 5 deh",3,
Gmna nih saya udh daftar di bareksa kok gak bsa login udh ngajui di gmail kok gak ada pesannya mohon di perbaiki,1,Negatif
untuk melakukan pembayaran ovo pas klik menu nya blank putih. jadi bisanya pake tf. untuk tf verifikasi lama. untuk menu tabungan emas pun sma blank. mhon segera d perbaiki. nanti bintangnya bertambah,1,Negatif
maaf saya udah investasi di bukalapak yg bekerjasama dgn bareksa dan kendala saya alami saat saya beli reksadana sudah dua hari bursa belum juga selesai pembelian saya ada kendala di bareksa seperti ini dan bisa tidak seluruh investasi saya di bukalapak di pindahkan semua ke bareksa....,2,Negatif
"Dari kemaren sampai sekarang Proses pembelian Reksadana via ovo kok masih proses ya, sementara jumlah nilai perunit nya berubah. Dan skrang unitnya jadi berkurang karenaikan NAV nya. Tolong min dipercepat lagi proses pembeliannya.",2,Negatif
"Saya ingin daftar bareksa, saya masukan nik ktp, ternyata penerima token no saya yang tidak aktif padahal saya punya 2 no dengan mengunakan nama saya. aduh gimana nih bareksa, mana gk ada pilihan no lain lagi",1,Negatif
Aplikasi bagus. Kekurangannya hanya metode pembayarannya kalau bisa di perbnyak..,5,Positif
Tolong dong aplikasi bareksa untuk ganti nomor ponsel bisa diubah manual ribet nih ganti di cs nga di respon terus jadi susah buat jual karena butuh OTP sekarang,3,
Bintang 3 dulu lah ya? Versi mobile ini belum ada grafik produk reksadana.. Pembayaran Virtual Account belum ada.. Malah sekarang kok nggak nge-link sama akun reksadana di Bukalapak dan Tokopedia?,3,
Terimakasih Bareksa tampilan sekarang lebih bagus dan bisa bayar menggunakan OVO... Jika boleh saran... Akan lebih bagus bila ada tambahan pengaman login menggunakan sidik jari... + tampilan mode gelap... Terimakasih ataa perhatiannya... Good job,5,Positif
"Min tambahin fitur lock dong, pas buka apps nya kita harus masukin pin dulu. Biar lebih aman aja. Apps tetangga jg pake ko, dan nyaman bgt jd merasa aman. Makasih, semoga dibaca ya ulasan ini",4,Positif
Terima kasih admin Bareksa tercinta.. haha.. keluhan saya di ulasan sebelumnya di dengarkan.. sukses selalu Bareksa.. 🙏👍dengan upgrade aplikasi yg skrg Bareksa makin mantap..,5,Positif
"Bareksa bagus.. sekarang sudah ada tambahan investasi emas, saran saya gabungin aja obligasi/SBN dalam 1 aplikasi ini jadi lebih simple tak perlu install 2 aplikasi. Saya yakin jika jadi 1 maka makin mudah dan banyak yg menggunakan aplikasi ini. Kalo ada yg mudah ngapain harus ribettt??? Hehehe",4,Positif
"Lebih bagus dan menarik lagi,kalau metode pembayaran selain transfer dan ovo,ditambah lagi khususnya linkaja.",5,Positif
"Aplikasinya ringan, aman, dan informasi di dalemnya lumayan lengkap. Sayang menurut saya UI-nya kurang friendly, jadi msti belajar ngebiasain. Tingkatkan terus, Bareksa!",4,Positif
"Masukan: kalau bisa pembayaran mengunakan ovo dipermudah aja jangan dipersulit, saya transaksi menggunakan ovo selalu gagal dan tidak bisa menggunakan pembayaran ovo, kalau bisa dihubungkan aplikasi ovo dengan bareksanya jadi langsung klik pembayaran diaplikasi bareksanya,Terima kasih :)",3,
"Lebih ditingkatkan untuk perfomance and responsibilities nya , agar hubungan baik selalu terjaga.",5,Positif
"Baru instal, daftar akun cepat karna sebelumnya sudah terdaftar di bukalapak, tp masih belum bisa beli reksa karna masih dalam proses verifikasi Iklannya banyak juga ternyata, maaf agak sedikit menggangu kalau buat saya",3,
"Saya mau kasih pencerahan aja buat orang2 yang ngeluh masalah pencairan dana lama, beli diprosesnya lama, dan saat pencairan ada potongan. silahkan para netijen yg budiman, baca2 atau tonton yutub tentang reksadana ini. biar kalian semua paham bagaimana kinerja reksadana ini. (Karena hal itu adalah hal yg lumrah/wajar/YA EMANG BEGITU MALIH). Btw saya mau tanya juga min wkwk, kalau saya sudah daftar duluan reksadana lewat bukareksa bukalapak, bisa ga login di bareksa dengan akun yg sama?",5,Positif
aplikasi sudah oke min.. saran saya cuma tolong ditambahkan untuk pembelian reksadana secara berkala (auto debet) min.. apalagi sekarang sdh kerja sama dgn ovo.thnks,5,Positif
"Pelayanan cukup bagus dan responsif, semoga di tambahkan Virtual account, agar lebih mudah.Terima Kasih.🙏",5,Positif
"Untuk proses pembelian prudok reksadana sangat lama, sudah mau hari ke 2, tapi belum ada masuk di kas rekening reksadan. Mungkin saat mau jual seperti itu. Berharap kedepan, prosesnya 1 hari selesai",3,
"Sy ingin buat akun dan selalu bermasalah di tahap 3. Setelah selesai Tanda tangan elektronik, aplikasi hanya tertulis ""sedang memproses"" meskipun ditunggu dlm waktu yg sgt lama, diulang pendaftaran nya masih ttp bgitu. Mohon pencerahan x",4,Positif
"Aplikasi untuk penggunaan pemula lumayan, cuma kalau boleh saran alangkah baiknya di tambah pengamanan sidik jari untuk masuk ke aplikasi.",4,Positif
"Aplikasinya sudah sangat membantu , cuman untuk pembeliannya kalau bisa respon per unitnya segera Ter update agar kita bisa tau harga yang dipakai. Good job",5,Positif
"Tampilan aplikasi semakin bagus, terdapat fitur filter, sortir, dan bandingkan yang memudahkan dalam melakukan pencarian dan pemilihan produk reksadana. Kini ada mekanisme pembayaran melalui Ovo yg otomatis terverifikasi sehingga pembelian menjadi lebih mudah 👍",4,Positif
"Mohon bantuan nya, aplikasi nya gk bisa di login padahal sudah di klik lupa password dan sampai sekarang blm ad balasan masuk di email saya terima kasih",1,Negatif
Siapa itu tukijem? 😯 tolong di clear kan kendala pada aplikasi ini. Jangan buat kami harus lewat web di pencarian google karena terlalu lama. Kami ingin yg cepat mudah dan sederhana. Aplikasi ini semoga lebih membantu dan jadi yg terbaik,4,Positif
Proses jual - beli cepat... Cepat approval & cepat cair. Gak ribet kyk aplikasi invest lain... Selama ini menurut sy bareksa yg terbaik dr pada aplikasi lain... 😍👍,5,Positif
"Mantap aplikasinya, saya bisa monitor perkembangan investasi. Saya juga dapat update informasi investasi. Oh ya, untuk produk emas ada bug. Tolong diperbaiki.",5,Positif
"Saya tidak mengerti apa yg salah dari saya mendaftar di bareksa. Saya sudah menunggu berbulan-bulan tapi akun saya belum aktif hingga sekarang. Saya sering menerima email dari bareksa dan saya pikir akun saya sudah diaktifkan, ternyata belum. Tolong maslah ini ditindaklanjuti. Karena ini membuat saya hampir kehilangan minat untuk berinvestasi di bareksa. Terima kasih",3,
"Mantap,,,,investasi buat jangka panjang 👍 Saran aja nii buat pembayaran next nanti kalau update aplikasinya usahakan ada pembayaran melalui link aja karna agar bisa bebas top up biaya admin",5,Positif
Punya ku gk bisa ke buka lupa pasword y karena hp pecah rusak... Udah coba lupa pasword tpi gk dapat email. Dari bareksa padahal emil saya benar... Biasa y tiap bln ada emil masuk pemberitahuan naik /turun y ko ini gk ada emil masuk,4,Positif
"Alhamdulilah secara ke seluruhan baik, tapi boleh saran kan setiap nasabah harus memiliki buku polis nya, yang di berikan ketika daftar menjadi nasabah. Jadi transaksi investasi bisa di lakukan offline. Semoga kedepanya lebih baik dan sukses selalu . Lop you",5,Positif
Parah ni aplikasi Bareksa. Hari ke 1 dan ke 2 ada bunga ke 3 dan ke 4 ga ada . Ga jelas nih investasi apaan. Nyesel aku ikutan baru awal dah kayak gini,1,Negatif
"Kalau belum bisa supporrt pembayaran lewat OVO, jngn disaranin pakai OVO, apaan saya beli produk reksadana Fix Income dari 2 hari yg lalu, sampai sekarang saldo saya masih 0, mengecewakan proses transaksinya lama lebih dari 2 hari.",1,Negatif
"Karena pendapatan kecil saya gak punya npwp, jadi gak bisa bikin akun. Padahalmsaya ingin menabung reksadana ada solusi? Tolong opsi pembayaran diperbanyak, tambahin via dana, link aja dll biar mudah transaksinya thxs",5,Positif
"Utk sistem aplikasi Bareksa kurang bagus gak seperti di bibit...begitu bayar Reksadana langsung nambah saldonya walaupun blm aktif reksadanya...dan utk respon adminnya di aplikasi Bareksa kurang memuaskan...gak bisa langsung chat otomatis di aplikasinya...dan utk komunikasi sama adminnya susah kadang suka penuh...antrian dan tdk bisa terjawab, tolong donk di perbaiki lagi sistem aplikasinya terima kasih.",3,
"Kemarin saya mencoba melakukan penarikan untuk memastikan apakah ""data rekening bank sudah sesuai dengan data KTP"". Sudah 11 hari ternyata dana tidak masuk rekening. Saya coba tanya CS katanya ada retur tapi tidak jelas returnya dimana. Kenapa tidak ada pemberitahuan kalo terjadi retur dan bagaimana solusinya. Seolah kalo saya tidak menanyakan tidak akan mendapat informasi retur.",3,
Mudah ringan dan simple... tp tolong kl bisa tambah lagi menu pembayarannya. Gopay dana dll.,4,Positif
"Bareksa sekarang sudah lebih baik, dari segi interface juga lebih segar, saran untuk fact sheet agar bisa di cubit untuk zoom in atau zoom out supaya lebih bebas seperti di bukareksa",4,Positif
"Aplikasinya bagus banget dan memudahkan saya untuk berinvestasi reksadana. Request fitur dong,bisa tambahin satu status lagi nggak ketika penjualan reksadana? jadi sekarang tuh ""Penjualan Berhasil"" tapi uangnya masih belum nyampe.tambahin satu dong gitu setelah ""Penjualan Berhasil"" yaitu ketika uang dah sampe di rekening,biar kita tau gitu kalo uangnya dah ada direkening Terimakasih",5,Positif
"Untuk melihat produk Reksadana di App, agar tampilan grafiknya bisa sama dg di versi WEB, selain grafik harga unit jg ada grafik AUM",4,Positif
"Tolong UI/UX di perbaiki, masih bagus bibit soalnya UI/UX nya. tp produk lebih lengkap bareksa",4,Positif
Ini salah satu aplikasi kesayangan...terima kasih sudah bikin platform seperti ini...mantep juga karena saya masih pakai android kitkat,5,Positif
Saran aja sama bareksa... Untuk unit yg di beli atau harga NAB pada transaksi jangan di hilangkan. Biasanya saya pantau harga unit yg di beli atau jumlah unit yg di dapat pada pembelian atau transaksi yg saya lakukan disitu jadi lebih efisien ga mesti buka di web lagi... kok updatean baru malah dihilangkan? Kecewa saya....,5,Positif
"Apknya dah bagus, saran aja tolong tambahin kode keamanan kayak tokopedia atau ovo maupun seperti m-baking berupa pin, masalahnya kan ini menyangkut uang. Jadi semisal ada yg terkena musibah hp hilang nggak khawatir",5,Positif
Masih susah utk transaksi. Pembayaran juga hanya via BCA. Dimohon perbaikan dan pengembangannya agar lbh nyaman utk transaksi,3,
"Tolong dong untuk upload bukti pembayaran balikin ke versi lama, yg sekarang cmn sekali bisa upload bukti pembayaran trus preview nya kecil takut slh upload bukti pdhl sy beli 5 juta termasuk banyak untuk pemula ky sy.",5,Positif
"Layanan dan produk reksadana di bareksa sudah baik, namun saran saya harus ada perbaikan pada fitur aplikasi. Sebaiknya tambahkan fitur on screen fingerprint yang dapat digunakan pengguna sebelum memasuki aplikasi, menurut saya fitur tersebut dapat menambah keamanan dan kenyamanan untuk para investor untuk meminimalisir pembajakan handphone (pencurian reksadana tanpa seizin pemilik handphone) saat digunakan orang lain. Terima kasih, semoga bareksa dapat mengembangkan aplikasinya lebih baik lagi",4,Positif
"Kok lama kali diacc nya padahal saya sudah daftar dari kemaren, sampai skrg belum di acc. . Padahal sudah melengkapi ktp dan TT",3,
"Aplikasi sdh nyaman digunakan. Saran tambahkan fitur tren chart harga porto yg dimiliki, supaya setiap harinya bs keliatan fluktuasinya. Tks.",4,Positif
Aplikasi sangat aneh sya udah daftar terus sukses udh ngikutin tahap2 nya terus saya sengaja logout dari bareksa terus login lagi jdi g bisa pdhal password sama username nya udh sngt betul malah dibilang salah ama aplikasinya aneeeh bgt jdi ragu gua,1,Negatif
"Aplikasi sudah bagus tapi sayang di grafik reksadananya tidak menunjukkan harga nab disetiap titik grafik per harinya, dan kalau bisa juga dalam bentuk candle stick, kalau bisa ditambahin min",4,Positif
Saya juga sudah melakukan penjualan pada produk yang saya beli tapi kok uangnya tidak masuk² ya di rekeningku (Tidak ada informasinya kalau sudah ditransfer) padahal di aplikasinya sudah 0. Rp ini sudah lewat 1-2 bulan.. Tapi yowes gapapa,1,Negatif
"Sangat membantu dalam mengenal saham,, trasaksi juga mudah,, cuma yg saya rasa kurang, transaksinya hanya melalui bank BCA, kalau bisa perbanyak pilihan bank nya.. terimakasih",3,
"Bagus, Saran tambah fitur satu lagi selain, topup,jual. Yaitu ,alihkan dana pada reksadana lain/jual dan masuk saldo akun. Trimakasih.bareksa",5,Positif
"Selamat Siang,  Saya sudah melakukan order reksadana, sudah saya transfer dan telah mendapatkan status order disetujui, namun di sub menu portofolio masih menunjukkan nilai tabungan saya masih Rp. 0.00, Mohon penjelasannya",4,Positif
Jual beli reksadana mudah. Perhari ini apakah ada kendala di aplikasi? Buka menu home dan product tidak bisa dgn note masalah jaringan.padahal sudah coba wifi dan pket data Sim card masih tidak bisa terbuka. Mohon penjelasannya trims,5,Positif
"Sejauh ini cukup bagus, mungkin jika ada alternatif pembayaran dengan bank selain BCA akan lebih baik lagi. Semoga menjadi bahan pertimbangan.",4,Positif
Kualitas perlayanan kurang .. dan aplikasi harus dibuat simpel susah buat orang awam memahami beberapa fitur.. gak ada live suport,1,Negatif
"Bagus.. bisa mengatur keuangan juga... Hanya satu kok belum ada pengamanx yah.. kayak finger print/pasword,kalo gitu kan siapa saja bisa buka aplikasinya",5,Positif
"Layanan reksa dana oke, walaupun bukan yang terbaik. Tapi kualitas aplikasinya mobile nya itu loh yang masih kurang, kurang sekali.",3,
"Kak tolong ya untuk pendafraran di permudah 🙏 saya setiap kali daftar selalu ada alasan kenapa nga bisa keterima, padahal Ktp sudah, eh alesannya Ktp kurang jelas, padahal pas pendaftaran sebelumnya udah jelas, suruh setting lagi, trus alesan rekening bank sudah saya lengkapi, tanda tangan sesuai Ktp, masih saja sulit untuk terverfikasi 🤦‍♂️🙆‍♂️ padahal daftar PEGADAIAN GA SESUSAH INI:D",2,Negatif
eror koneksi terputus terus. nggak bisa cek tabungan investasinya sama sekali Update : Sudah bisa dibuka kembali. Terima kasih.,4,Positif
"Untuk kedepannya bisa ganti no hp sendiri untuk verifikasi, krna bisa saja buruknya,, hp ilang/no ke blokir/ganti no trims",4,Positif
Bintang 2 dulu. Baru mau buat akun. Baru di step 1 sudah ngga bisa masukkan no. Rek. Notif nya no. Rek tersebut sudah di daftar kan. Koq bisa gitu y,2,Negatif
"Hp saya hp cina evercoss yg 1jtaan gaada fitur fingerprint, saya gabisa masuk aplikasi ini gara gara diminta finger print. Mohon segera diperbaiki. Makasih",5,Positif
Aplikasi ini mengajarkan untuk lebih teliti memilih reksadana sendiri. Rekomendasi lebih ke websitenya karena lebih detail untuk informasi reksadana. Untuk cek apakah naik/turun reksadana dan info update bolehlah di aplikasi,4,Positif
"Sayangnya uang yang sudah masuk ke BAREKSA sulit untuk keluar kembali,seperti contoh salah beli atau memakai pengirim orang lain,jadi untuk pemula banyak yang rugi dan akirnya mundur dari keinginan untuk investasi, kapok,dan takut uangnya bakal hilang",2,Negatif
"Halo bareksa, mohon untuk fitur fingerprintnya di perbaiki lagi suapaya lebih akurat. Saya coba di jari orang lain masih bisa terbuka. Dan tambahkan fitur aktif dan nonaktif fitur fingerprint. Terimakasih",4,Positif
"saya suka dengan Bareksa karena UI nya mudah di pahami, satu hal yg kurang dari metode pembelian hanya tersedia satu bank saja, mohon di tambahkan bank lain seperti BNI atau aplikasi uang digital seperti LinkAja",5,Positif
"sejauh ini bareksa sangat memuaskan.. tpi barusan aplikasi bareksa saya diupdate.. waktu mau edit profil rekening bank, gagal terus.. mhn bantuannya",4,Positif
"Tolong pihak bareksa lebih selektif memilih manajer investasi yg diajak kerjasama. Pilih MI yang bonafide dan gak bermasalah. Karena banyak MI yg bermasalah, ujung2nya dana nasabah berkurang drastis spt kasus pada narada dan minna padi. Niatnya untung malah jadi buntung. Kalau ada reksadana yg NAVnya turun lebih dr 3-5% sehari dan jauh dibawah ihsg(turun tidak wajar), langsung suspend penjualan.",2,Negatif
"Min saya ada melakukan Penjualan, kok td mlm saya cek belum masuk rekening ya, padahal di Transaksi pd aplikasi sdh selesai keterangan ny? Minta respon ny min, di email gk d bls jga! Thx",2,Negatif
"Sementara bintang 3, tolong sediakan berbagai cara pembayaran agar bisa bebas biaya transfer.. Nabung 100rb tiap bulan trf. Beda bank kena cash 6,500 (6,5%) rugi diawal.. terima kasih",3,
Saya sudah daftar di toko pedia reksadana dari tanggal 10 November 2019 tpi sampai sekarang belum juga terdaftar mana uang saya udah masuk . Tolong segera di proses . Pendaftaran saya poto ktp sudah di lampirkan . Katanya tanggal 12 paling lambat ini sudah 5 hari kerja belum juga ada .,2,Negatif
Dear Bareksa bisa dibantu utk akunku wkt mau beli keterangannya no. Rekening blm didaftarkan sedangakan wkt pendaftaran sdh di upload..tks,3,
Platform bagus sementara sya kasih bintang 4.. karena sulit sekali ttd elektronik nya .. selain kotak nya kecil tidak semua user menggunakan pena android apalagi yg ttd nya rumit seperti saya .harus menggunakan jari selalu failed smp sekarang pun belum terdaftar cuma gara-gara ttd elektronik .. tks admin mudah2 ada solusi cara mendaftar yg mudah,4,Positif
"Kenapa susah kali mau daftar,tolong dong aflikasinya lebih di perbagus lagi,soalnya susah kali untuk pendaftar baru registrasi.",3,
Aplikasinya bagus banget untuk memantau portofolio reksadana saya...selain itu ada fitur stimulasi reksadana jadi bisa memperkirakan cocok ga RD dengan tujuan keuangan yang kita pilih ..maju terus ya bareksa😊😊,5,Positif
"Dari jaman dahulu kala, udh melengkapi persyaratan. Tpi sampe sekarang gk di acc2 trs. Yaudah, pindah ke tempat sebelah yg lebih ramah. Mentang2 salah satu apps rd yg terlaris,",1,Negatif
"Dari segi pengelolaan bagus, nggak ribet cmn butuh data data yg simple, tapi dari segi transaksi agak sedikit lama prosesnya, dari masuknya portofolio sampai penjualan reksa dana, saran saya kalo bisa supaya bisa dipercepat dalam transaksinya, terimakasih",4,Positif
Registrasi selalu gagal. Padahal data nya sudah benar Mending di bibit. Registrasi gampang. Walaupun ribet tapi berhasil,1,Negatif
"Pada saat registrasi bagian input Kabupaten/Kota, Provinsi, Negara & Bank selalu muncul tulisan 'tidak tersedia'. Kalau memang ada yang tersedia ya dimunculkan apa yang disediakan, jangan hanya kosongan dan pas mau input tidak ada yang bisa tersedia.",1,Negatif
"Mau edit profil aplikasi tiba2 close tolong donk admin sesudah update aplikasi malah jadi close terus nih, kalo sudah bisa nanti saya tambah bintangnya",3,
"Apps @tanamduit bagus @bareksa bagus @ajaib juga bagus setelah gue coba instal semuanya gue ketemu yg paling cocok buat dipilih ➡ @bibit. 🔥 🔴 🔥 😎 silahkan dipilih yg paling cocok sama selera masing². salam cuan.. btw, kalo mao nyoba apps bibit, silahkan pake kode referral,mayan buat dapat cashback 💵 50.000 dari bibit, coz sayang kalo kgk di pake. kode referral ➡ melon",5,Positif
"Saya sering bermasalah saat uploaf bukti pembayaran selalu muncul pesan ""maaf tidak bisa diproses""",3,
"Mohon diperbaiki, bug terjadi di form pendaftaran pada alamat provinsi dan negara. Sudah mengetik dengan benar namun invalid sehingga tidak bisa melanjutkan. Disarankan menggunakan dropdown saja agar memudahkan mencari kota, provinsi dan negara. Thanks",1,Negatif
"Maaf kasih ulasan bintang 2, tidak bisa registrasi, saat sudah mengisi form registrasi sampai selesai, dan klik menu selesai , menu registrasi tidak tertutup/selesai Terimakasih",2,Negatif
"Saya daftar di bareksa masak negara indonesia,aceh,bireuen tidak terdaftar,,aplikasi aneh,,,mentang2 dah maju lewat tokope***,aplikasinya di telantarin,,,hadehhhhh",1,Negatif
"Aplikasi nya sampah,maaf kasar tapi memang betul, masalah administrasi yang bertele-tele, sudah 5 kali di unistall dan diinstall kembali, tetap tidak bisa, kalo memang tujuan nya ini biar kalangan bawah pun bisa berinvestasi, toling diperbarui aplikasi nya, sekelas mitra dengan OJK, masa seperti ini aplikasinya,mohon pihak bareksa diupgrade lah aplikasi nya. Sekelas sama OJK soalnya mitranya jsngan buat malu",1,Negatif
"Proses pendaftaran sulit, beberapa kali harus reload aplikasi padahal sudah menggunakan wifi yang kencang. Saya sudah daftar hingga beberapa kali dalam jangka waktu berbeda tapi tidak ada feedback.",1,Negatif
"Ditempat lain pendaftaran banyak prosedur tetapi mulus,hanya di bareksa pendaftaran juga banyak prosedur tetapi systemnya ga bagus,uda seminggu akun saya terbengkalai ga diverifikasi,kayaknya aplikasi error sepanjang waktu,ya saya ngerti banyak prosedur karna peraturan OJK tetapi di app bareksa hmm ntahlah",1,Negatif
"Mohon konfirmasinya, di email saya sudah dikirimkan dari reksadana pemberitahuan bahwa penjualan unit saya sudah berhasil, di aplikasi juga nilai investasi saya sudah kosong karena saya menjual semuanya, tapi kenapa di rekening saya tidak ada masuk bukti transfer dari reksadana ya? Mohon segera untuk ditindaklanjuti, baru saya akan kasih rating 5",1,Negatif
"Aplikasi ini menyulitkan untuk Berinvestasi ,mulai daftar mau join aja sulit,apa lagi transaksi nya...!!!! Di perbaiki server nya, hati2 untuk pemula yg ingin daftar... Sebelum ada hal yg merugikan tolong berhati"" untuk investasi di reksa ini.. !!!! #thnks",1,Negatif
"Saya pertama kali invest RD di bareksa karena yang paling banyak pilihanya, sehingga bisa lebih di bagi komposisi portofolio nya. Yg saya sayangkan saat ini bareksa ternyata masih belum menyediakan metode pembayaran fintech2 ternama atau virtual account untuk kemudahan transaksi. Jadi ketika banyak yg bertanya pada saya yg paling mudah yg mana sekarang saya lebih merekomendasikan teman2 dan saudara saya menggunakan aperd lain 🙏 karena biasanya yg minta rekomendasi tidak ingin ribet .",5,Positif
Tanya: Bisa tidak kalau saya daftar 2 akun dengan ID sama (KTP) tapi Rekening Bank berbeda. saya tertarik dengan berapa reksa dana namun bank kustodian berbeda dengan rekening yg saya daftarkan alasanya keberatan dengan biaya transfer antar bank.,5,Positif
"Sudah ngisi daftar tinggal klik, tp ga konek2 muter2 sampe seharian. Besoknya baru bisa. Sudah berhasil daftar, eh ga ada jawaban proses aktivasinya. Nggantung deeh.",2,Negatif
Kecewa. Karena mau update buku tabungan tp diaplikasi tidak bisa. Dan pengajuan saya tidak disetujui.,2,Negatif
Ini gimana sih. Saya mau buka akun saya gak aktif2x. Sudah 2 bulan lebh belum ada perbaikan untuk akun saya. Samapai kapan saya menunggu. Email sudah ditelpon sudah berkali2x. Coba cek email saya. Mungkin 2 bulan kemarin lupa. Tpi sudah saya email lagi emang ada kendala dimana ini,1,Negatif
"Bagus....,buat pemula seperti saya aplikasi ini sangat bagus...,invest..dari modal awal 10rb....,buat masukan saja..tolong adakan paket reksadana buat pemula dengan modal awal ringan...yang direkomendasikan dari bareksa...sehingga bagi pemula gak binggung mau pilih reksadana yang mana...,saking banyaknya pilihannya...",5,Positif
"So far , aplikasi sangat bagus Kalo ingin cari solusi bisa konsultasi ke kontak person bareksa .. melalui wa jga bisa",5,Positif
"Aplikasinya gaje, daftar benar"" susah, beberapa kali salah input nama kota provinsi bahkan negara,,, sering kali pas mau tahap akhir tiba-tiba koneksi ke server terputus . .,, harap di benahi kalau emang mau di lanjut pakai aplikasi ini",1,Negatif
"Aku sudah daftar tapi kok pas mau dipake profil belum lengkap ya. Harusnya kalo belum lengkap, ditunjukan bagian mana yang belum lengkap biar tau. Dari kemaren asaya sudah melakukan komplain tp tidak ada tespon . Gimana ini 😑😑",1,Negatif
6 bulan pake bareksa topup lancar lancar aja memag perlu waktu sekitar 24 jam biar dananya bisa masuk ya namanya aja udah ada ijin OJK pasti prosesnya lebih rumit. Dan perhatikan hari topup usahakan topup di hari kerja senin-jumat.Masukan untuk bareksa mohon tambahkan metode pembayaran virtual account karena biaya transfer cukup mahal. Terimakasih,5,Positif
Mengapa akun saya belum aktif.. Pendaftaran sulit.. Seharusnya dipermudah kalo misalkan kurang apanya ya harusnya diarahkan yg salah yg mn.. Biar bisa mengulang pendaftarannya..,1,Negatif
"pas masukin foto ktp dan bukti rek mesti di ulang2 krn tiba2 ke hapus sendiri. Parah nya daftar malah koneksi ke server nya terputus mulu. Ini server nya kok jelek banget ya? Ini baru daftar loh, belum kalau udh investasi pasti lebih byk kendala. Padahal sy udh mau lgsung beli :( Ini data nya juga udh masuk tp ga terdaftar wkwkw, jd takut di salah gunakan deh. Admin Instagram nya juga ga respon. Perlu di pertanyakan nih aplikasi nya apakah aman untuk investasi jangka panjang :)",1,Negatif
"Min, mau lapor, saya mau registrasi, pas isi data-data diri, combo box nya pada gak berfungsi min, gak ada yg muncul pilihannya... Saya baru install aplikasi nya sih min... Ada solusi min..?",4,Positif
"Tidak Bisa Untuk membuat akun, pasahal mau investasi coba lebih di perbaiki lagi aplikasinya. Dan setelah di upgrade tak bisa buka aplikasi nya",1,Negatif
"Daftar dan mengikuti petunjuknya...foto rek sudah jelas san menurut pendapat oeang ketiga juga jelas dan bisa dibaca...tapi tidak di acc. Sudah berualng kali upload ulang...lebih dari 10 kali tetep tidak diproses dg alasan foto rek tidak jelas, sudah di scan juga katanya masih belum jelas. Akhirnya saya hapus sj, pakai ajaib aja lebih memudahkan, apalagi cs.nya juga mudah dihubungi. Terimakasih.",1,Negatif
Kenapa saya ingin berinvestasi malah dipersulit? padahal saya sudah mengisi data dan melampirkan semua persyaratan nya tapi masih belum bisa berinvestasi?,1,Negatif
"saya kasih bintang 2 dulu. mengingat investor tidak semuanya menyukai bank konvensional karena masalah biaya bulanan yang membuat rugi. 1. kapan bareksa akan menambah opsi pembayaran.misal pake DANA,LINKAJA,dll ?",2,Negatif
